YEAR,MO,DY,HR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,WS2M,RH2M,LOKASI,DATETIME,JAM_KATEGORI,IS_DAYTIME,BULAN,MUSIM,DURASI_AMAN_MENIT,LABEL_AMAN
2020,1,1,6,0.01,0.0,0.03,25.26,0.65,91.34,Bali,2020-01-01 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,1,7,0.03,0.0,0.57,25.69,0.58,90.04,Bali,2020-01-01 07:00:00,Pagi,1,1,Hujan,52.6,1
2020,1,1,8,0.07,0.0,2.08,26.06,0.5,88.75,Bali,2020-01-01 08:00:00,Pagi,1,1,Hujan,14.4,1
2020,1,1,9,0.09,0.0,4.05,26.52,0.51,85.79,Bali,2020-01-01 09:00:00,Pagi,1,1,Hujan,7.4,0
2020,1,1,10,0.11,0.0,5.18,27.03,0.58,81.22,Bali,2020-01-01 10:00:00,Siang,1,1,Hujan,5.8,0
2020,1,1,11,0.09,0.0,4.95,27.64,0.72,75.86,Bali,2020-01-01 11:00:00,Siang,1,1,Hujan,6.1,0
2020,1,1,12,0.07,0.0,4.12,28.02,0.8,73.23,Bali,2020-01-01 12:00:00,Siang,1,1,Hujan,7.3,0
2020,1,1,13,0.06,0.0,3.03,28.11,0.78,72.24,Bali,2020-01-01 13:00:00,Siang,1,1,Hujan,9.9,0
2020,1,1,14,0.05,0.0,2.62,27.75,0.69,74.2,Bali,2020-01-01 14:00:00,Siang,1,1,Hujan,11.5,1
2020,1,1,15,0.04,0.0,1.7,27.25,0.58,77.28,Bali,2020-01-01 15:00:00,Sore,1,1,Hujan,17.6,1
2020,1,1,16,0.03,0.0,0.85,26.67,0.57,81.21,Bali,2020-01-01 16:00:00,Sore,1,1,Hujan,35.3,1
2020,1,1,17,0.01,0.0,0.17,26.06,0.63,85.74,Bali,2020-01-01 17:00:00,Sore,1,1,Hujan,120.0,1
2020,1,2,6,0.01,0.0,0.03,24.59,0.84,89.72,Bali,2020-01-02 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,2,7,0.03,0.0,0.57,25.18,0.7,87.89,Bali,2020-01-02 07:00:00,Pagi,1,1,Hujan,52.6,1
2020,1,2,8,0.07,0.0,2.35,25.92,0.65,84.53,Bali,2020-01-02 08:00:00,Pagi,1,1,Hujan,12.8,1
2020,1,2,9,0.14,0.0,6.38,27.05,0.63,75.55,Bali,2020-01-02 09:00:00,Pagi,1,1,Hujan,4.7,0
2020,1,2,10,0.18,0.01,9.25,27.93,0.63,70.62,Bali,2020-01-02 10:00:00,Siang,1,1,Hujan,3.2,0
2020,1,2,11,0.2,0.01,11.38,28.58,0.67,67.63,Bali,2020-01-02 11:00:00,Siang,1,1,Hujan,2.6,0
2020,1,2,12,0.2,0.01,11.5,29.07,0.72,65.53,Bali,2020-01-02 12:00:00,Siang,1,1,Hujan,2.6,0
2020,1,2,13,0.16,0.01,8.45,29.34,0.76,64.47,Bali,2020-01-02 13:00:00,Siang,1,1,Hujan,3.6,0
2020,1,2,14,0.13,0.0,6.4,29.25,0.8,64.88,Bali,2020-01-02 14:00:00,Siang,1,1,Hujan,4.7,0
2020,1,2,15,0.09,0.0,3.72,28.87,0.88,66.91,Bali,2020-01-02 15:00:00,Sore,1,1,Hujan,8.1,0
2020,1,2,16,0.06,0.0,1.65,28.11,0.94,71.36,Bali,2020-01-02 16:00:00,Sore,1,1,Hujan,18.2,1
2020,1,2,17,0.02,0.0,0.32,27.13,1.03,78.12,Bali,2020-01-02 17:00:00,Sore,1,1,Hujan,93.8,1
2020,1,3,6,0.01,0.0,0.03,24.53,1.5,93.5,Bali,2020-01-03 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,3,7,0.03,0.0,0.55,25.09,1.46,92.27,Bali,2020-01-03 07:00:00,Pagi,1,1,Hujan,54.5,1
2020,1,3,8,0.07,0.0,2.25,25.55,1.37,89.99,Bali,2020-01-03 08:00:00,Pagi,1,1,Hujan,13.3,1
2020,1,3,9,0.11,0.0,5.05,26.15,1.34,85.08,Bali,2020-01-03 09:00:00,Pagi,1,1,Hujan,5.9,0
2020,1,3,10,0.14,0.0,6.6,26.97,1.4,78.88,Bali,2020-01-03 10:00:00,Siang,1,1,Hujan,4.5,0
2020,1,3,11,0.15,0.01,8.25,27.54,1.52,75.08,Bali,2020-01-03 11:00:00,Siang,1,1,Hujan,3.6,0
2020,1,3,12,0.15,0.01,8.62,27.95,1.61,72.31,Bali,2020-01-03 12:00:00,Siang,1,1,Hujan,3.5,0
2020,1,3,13,0.15,0.01,7.68,28.15,1.64,70.76,Bali,2020-01-03 13:00:00,Siang,1,1,Hujan,3.9,0
2020,1,3,14,0.12,0.0,6.03,28.13,1.61,70.62,Bali,2020-01-03 14:00:00,Siang,1,1,Hujan,5.0,0
2020,1,3,15,0.1,0.0,4.0,27.67,1.46,73.62,Bali,2020-01-03 15:00:00,Sore,1,1,Hujan,7.5,0
2020,1,3,16,0.06,0.0,1.62,27.06,1.24,78.22,Bali,2020-01-03 16:00:00,Sore,1,1,Hujan,18.5,1
2020,1,3,17,0.03,0.0,0.32,26.41,1.01,83.92,Bali,2020-01-03 17:00:00,Sore,1,1,Hujan,93.8,1
2020,1,4,6,0.0,0.0,0.03,25.24,2.03,93.03,Bali,2020-01-04 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,4,7,0.03,0.0,0.45,25.44,1.98,92.28,Bali,2020-01-04 07:00:00,Pagi,1,1,Hujan,66.7,1
2020,1,4,8,0.05,0.0,1.6,25.73,1.91,90.46,Bali,2020-01-04 08:00:00,Pagi,1,1,Hujan,18.8,1
2020,1,4,9,0.08,0.0,3.88,26.07,1.96,86.35,Bali,2020-01-04 09:00:00,Pagi,1,1,Hujan,7.7,0
2020,1,4,10,0.12,0.0,5.72,26.6,2.08,81.22,Bali,2020-01-04 10:00:00,Siang,1,1,Hujan,5.2,0
2020,1,4,11,0.14,0.01,7.45,26.99,2.17,78.34,Bali,2020-01-04 11:00:00,Siang,1,1,Hujan,4.0,0
2020,1,4,12,0.1,0.0,5.55,27.24,2.27,76.94,Bali,2020-01-04 12:00:00,Siang,1,1,Hujan,5.4,0
2020,1,4,13,0.09,0.0,4.82,27.31,2.34,76.71,Bali,2020-01-04 13:00:00,Siang,1,1,Hujan,6.2,0
2020,1,4,14,0.07,0.0,3.6,27.12,2.42,77.74,Bali,2020-01-04 14:00:00,Siang,1,1,Hujan,8.3,0
2020,1,4,15,0.05,0.0,2.25,26.69,2.47,80.38,Bali,2020-01-04 15:00:00,Sore,1,1,Hujan,13.3,1
2020,1,4,16,0.04,0.0,1.1,26.12,2.5,84.0,Bali,2020-01-04 16:00:00,Sore,1,1,Hujan,27.3,1
2020,1,4,17,0.02,0.0,0.25,25.55,2.48,87.82,Bali,2020-01-04 17:00:00,Sore,1,1,Hujan,120.0,1
2020,1,5,6,0.01,0.0,0.03,24.81,2.12,91.69,Bali,2020-01-05 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,5,7,0.03,0.0,0.55,25.52,2.13,89.09,Bali,2020-01-05 07:00:00,Pagi,1,1,Hujan,54.5,1
2020,1,5,8,0.07,0.0,2.2,26.48,2.09,82.65,Bali,2020-01-05 08:00:00,Pagi,1,1,Hujan,13.6,1
2020,1,5,9,0.11,0.0,4.8,27.68,2.1,75.36,Bali,2020-01-05 09:00:00,Pagi,1,1,Hujan,6.2,0
2020,1,5,10,0.14,0.01,6.95,28.64,2.1,70.37,Bali,2020-01-05 10:00:00,Siang,1,1,Hujan,4.3,0
2020,1,5,11,0.19,0.01,10.48,29.36,2.01,67.13,Bali,2020-01-05 11:00:00,Siang,1,1,Hujan,2.9,0
2020,1,5,12,0.19,0.01,10.93,29.78,1.95,65.41,Bali,2020-01-05 12:00:00,Siang,1,1,Hujan,2.7,0
2020,1,5,13,0.16,0.01,8.55,29.89,1.97,65.06,Bali,2020-01-05 13:00:00,Siang,1,1,Hujan,3.5,0
2020,1,5,14,0.13,0.0,6.07,29.56,2.03,66.68,Bali,2020-01-05 14:00:00,Siang,1,1,Hujan,4.9,0
2020,1,5,15,0.08,0.0,3.53,29.02,2.03,69.66,Bali,2020-01-05 15:00:00,Sore,1,1,Hujan,8.5,0
2020,1,5,16,0.06,0.0,1.6,28.18,1.94,74.61,Bali,2020-01-05 16:00:00,Sore,1,1,Hujan,18.8,1
2020,1,5,17,0.02,0.0,0.3,27.21,1.8,81.6,Bali,2020-01-05 17:00:00,Sore,1,1,Hujan,100.0,1
2020,1,6,6,0.01,0.0,0.03,24.92,1.6,93.99,Bali,2020-01-06 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,6,7,0.04,0.0,0.6,25.38,1.63,92.33,Bali,2020-01-06 07:00:00,Pagi,1,1,Hujan,50.0,1
2020,1,6,8,0.07,0.0,2.3,25.9,1.67,89.2,Bali,2020-01-06 08:00:00,Pagi,1,1,Hujan,13.0,1
2020,1,6,9,0.12,0.0,5.35,26.78,1.8,82.41,Bali,2020-01-06 09:00:00,Pagi,1,1,Hujan,5.6,0
2020,1,6,10,0.15,0.01,7.38,27.5,1.91,77.69,Bali,2020-01-06 10:00:00,Siang,1,1,Hujan,4.1,0
2020,1,6,11,0.18,0.01,9.95,28.01,1.89,74.75,Bali,2020-01-06 11:00:00,Siang,1,1,Hujan,3.0,0
2020,1,6,12,0.18,0.01,10.3,28.44,1.81,72.43,Bali,2020-01-06 12:00:00,Siang,1,1,Hujan,2.9,0
2020,1,6,13,0.16,0.01,8.88,28.77,1.75,70.44,Bali,2020-01-06 13:00:00,Siang,1,1,Hujan,3.4,0
2020,1,6,14,0.14,0.0,6.88,28.73,1.72,70.18,Bali,2020-01-06 14:00:00,Siang,1,1,Hujan,4.4,0
2020,1,6,15,0.1,0.0,4.47,28.4,1.69,71.96,Bali,2020-01-06 15:00:00,Sore,1,1,Hujan,6.7,0
2020,1,6,16,0.06,0.0,1.77,27.62,1.53,77.23,Bali,2020-01-06 16:00:00,Sore,1,1,Hujan,16.9,1
2020,1,6,17,0.03,0.0,0.35,26.76,1.39,83.92,Bali,2020-01-06 17:00:00,Sore,1,1,Hujan,85.7,1
2020,1,7,6,0.01,0.0,0.03,24.34,1.48,93.76,Bali,2020-01-07 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,7,7,0.03,0.0,0.57,24.82,1.43,92.33,Bali,2020-01-07 07:00:00,Pagi,1,1,Hujan,52.6,1
2020,1,7,8,0.07,0.0,2.3,25.43,1.34,88.87,Bali,2020-01-07 08:00:00,Pagi,1,1,Hujan,13.0,1
2020,1,7,9,0.12,0.0,5.55,26.38,1.42,81.41,Bali,2020-01-07 09:00:00,Pagi,1,1,Hujan,5.4,0
2020,1,7,10,0.14,0.01,7.18,27.26,1.54,75.48,Bali,2020-01-07 10:00:00,Siang,1,1,Hujan,4.2,0
2020,1,7,11,0.17,0.01,9.38,27.94,1.67,72.05,Bali,2020-01-07 11:00:00,Siang,1,1,Hujan,3.2,0
2020,1,7,12,0.14,0.01,8.57,28.41,1.8,70.13,Bali,2020-01-07 12:00:00,Siang,1,1,Hujan,3.5,0
2020,1,7,13,0.15,0.01,8.1,28.65,1.91,69.3,Bali,2020-01-07 13:00:00,Siang,1,1,Hujan,3.7,0
2020,1,7,14,0.13,0.0,6.82,28.66,1.99,69.46,Bali,2020-01-07 14:00:00,Siang,1,1,Hujan,4.4,0
2020,1,7,15,0.1,0.0,4.43,28.33,2.04,71.07,Bali,2020-01-07 15:00:00,Sore,1,1,Hujan,6.8,0
2020,1,7,16,0.06,0.0,1.77,27.65,2.02,75.37,Bali,2020-01-07 16:00:00,Sore,1,1,Hujan,16.9,1
2020,1,7,17,0.02,0.0,0.35,26.76,1.82,82.01,Bali,2020-01-07 17:00:00,Sore,1,1,Hujan,85.7,1
2020,1,8,6,0.01,0.0,0.03,24.38,1.78,93.79,Bali,2020-01-08 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,8,7,0.04,0.0,0.62,25.15,1.66,91.34,Bali,2020-01-08 07:00:00,Pagi,1,1,Hujan,48.4,1
2020,1,8,8,0.08,0.0,2.58,26.3,1.51,83.75,Bali,2020-01-08 08:00:00,Pagi,1,1,Hujan,11.6,1
2020,1,8,9,0.13,0.0,5.9,27.98,1.41,72.19,Bali,2020-01-08 09:00:00,Pagi,1,1,Hujan,5.1,0
2020,1,8,10,0.17,0.01,8.35,29.22,1.35,65.1,Bali,2020-01-08 10:00:00,Siang,1,1,Hujan,3.6,0
2020,1,8,11,0.2,0.01,11.15,30.0,1.38,61.12,Bali,2020-01-08 11:00:00,Siang,1,1,Hujan,2.7,0
2020,1,8,12,0.19,0.01,11.1,30.27,1.41,59.99,Bali,2020-01-08 12:00:00,Siang,1,1,Hujan,2.7,0
2020,1,8,13,0.18,0.01,9.52,30.04,1.43,61.43,Bali,2020-01-08 13:00:00,Siang,1,1,Hujan,3.2,0
2020,1,8,14,0.15,0.01,7.28,29.61,1.48,63.48,Bali,2020-01-08 14:00:00,Siang,1,1,Hujan,4.1,0
2020,1,8,15,0.11,0.0,4.82,28.93,1.51,67.14,Bali,2020-01-08 15:00:00,Sore,1,1,Hujan,6.2,0
2020,1,8,16,0.07,0.0,1.9,27.99,1.49,73.4,Bali,2020-01-08 16:00:00,Sore,1,1,Hujan,15.8,1
2020,1,8,17,0.03,0.0,0.4,27.08,1.43,80.46,Bali,2020-01-08 17:00:00,Sore,1,1,Hujan,75.0,1
2020,1,9,6,0.01,0.0,0.03,24.81,1.54,92.61,Bali,2020-01-09 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,9,7,0.04,0.0,0.6,25.2,1.55,90.8,Bali,2020-01-09 07:00:00,Pagi,1,1,Hujan,50.0,1
2020,1,9,8,0.09,0.0,2.42,25.91,1.6,84.97,Bali,2020-01-09 08:00:00,Pagi,1,1,Hujan,12.4,1
2020,1,9,9,0.12,0.0,5.22,26.93,1.58,77.12,Bali,2020-01-09 09:00:00,Pagi,1,1,Hujan,5.7,0
2020,1,9,10,0.15,0.01,7.2,27.82,1.6,71.72,Bali,2020-01-09 10:00:00,Siang,1,1,Hujan,4.2,0
2020,1,9,11,0.18,0.01,9.88,28.39,1.6,68.48,Bali,2020-01-09 11:00:00,Siang,1,1,Hujan,3.0,0
2020,1,9,12,0.18,0.01,10.25,28.29,1.63,68.06,Bali,2020-01-09 12:00:00,Siang,1,1,Hujan,2.9,0
2020,1,9,13,0.18,0.01,9.52,27.94,1.52,68.69,Bali,2020-01-09 13:00:00,Siang,1,1,Hujan,3.2,0
2020,1,9,14,0.16,0.01,7.88,27.7,1.55,69.29,Bali,2020-01-09 14:00:00,Siang,1,1,Hujan,3.8,0
2020,1,9,15,0.12,0.0,5.07,27.43,1.56,70.41,Bali,2020-01-09 15:00:00,Sore,1,1,Hujan,5.9,0
2020,1,9,16,0.08,0.0,2.05,27.08,1.49,72.34,Bali,2020-01-09 16:00:00,Sore,1,1,Hujan,14.6,1
2020,1,9,17,0.03,0.0,0.4,26.49,1.39,76.12,Bali,2020-01-09 17:00:00,Sore,1,1,Hujan,75.0,1
2020,1,10,6,0.01,0.0,0.03,23.95,1.45,93.46,Bali,2020-01-10 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,10,7,0.04,0.0,0.65,25.08,1.19,89.52,Bali,2020-01-10 07:00:00,Pagi,1,1,Hujan,46.2,1
2020,1,10,8,0.1,0.0,2.78,26.34,0.93,80.64,Bali,2020-01-10 08:00:00,Pagi,1,1,Hujan,10.8,1
2020,1,10,9,0.15,0.0,6.18,27.97,0.89,70.79,Bali,2020-01-10 09:00:00,Pagi,1,1,Hujan,4.9,0
2020,1,10,10,0.19,0.01,9.57,29.1,0.91,65.21,Bali,2020-01-10 10:00:00,Siang,1,1,Hujan,3.1,0
2020,1,10,11,0.22,0.01,12.75,29.83,0.99,61.98,Bali,2020-01-10 11:00:00,Siang,1,1,Hujan,2.4,0
2020,1,10,12,0.23,0.01,13.7,30.27,1.07,60.4,Bali,2020-01-10 12:00:00,Siang,1,1,Hujan,2.2,0
2020,1,10,13,0.22,0.01,12.3,30.34,1.14,61.25,Bali,2020-01-10 13:00:00,Siang,1,1,Hujan,2.4,0
2020,1,10,14,0.18,0.01,8.8,30.12,1.25,62.57,Bali,2020-01-10 14:00:00,Siang,1,1,Hujan,3.4,0
2020,1,10,15,0.14,0.0,5.7,29.7,1.42,63.89,Bali,2020-01-10 15:00:00,Sore,1,1,Hujan,5.3,0
2020,1,10,16,0.09,0.0,2.33,28.82,1.49,68.41,Bali,2020-01-10 16:00:00,Sore,1,1,Hujan,12.9,1
2020,1,10,17,0.04,0.0,0.47,27.75,1.48,74.74,Bali,2020-01-10 17:00:00,Sore,1,1,Hujan,63.8,1
2020,1,11,6,0.01,0.0,0.03,24.76,1.37,90.07,Bali,2020-01-11 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,11,7,0.04,0.0,0.62,25.13,1.42,87.79,Bali,2020-01-11 07:00:00,Pagi,1,1,Hujan,48.4,1
2020,1,11,8,0.09,0.0,2.62,25.76,1.38,83.78,Bali,2020-01-11 08:00:00,Pagi,1,1,Hujan,11.5,1
2020,1,11,9,0.14,0.0,6.15,26.62,1.45,77.35,Bali,2020-01-11 09:00:00,Pagi,1,1,Hujan,4.9,0
2020,1,11,10,0.17,0.01,8.45,27.4,1.55,72.4,Bali,2020-01-11 10:00:00,Siang,1,1,Hujan,3.6,0
2020,1,11,11,0.2,0.01,11.32,27.96,1.65,69.34,Bali,2020-01-11 11:00:00,Siang,1,1,Hujan,2.7,0
2020,1,11,12,0.19,0.01,11.48,28.33,1.74,67.75,Bali,2020-01-11 12:00:00,Siang,1,1,Hujan,2.6,0
2020,1,11,13,0.18,0.01,9.8,28.28,1.77,68.32,Bali,2020-01-11 13:00:00,Siang,1,1,Hujan,3.1,0
2020,1,11,14,0.15,0.01,7.55,27.92,1.75,70.89,Bali,2020-01-11 14:00:00,Siang,1,1,Hujan,4.0,0
2020,1,11,15,0.11,0.0,4.95,27.44,1.72,74.36,Bali,2020-01-11 15:00:00,Sore,1,1,Hujan,6.1,0
2020,1,11,16,0.07,0.0,2.0,26.86,1.66,78.81,Bali,2020-01-11 16:00:00,Sore,1,1,Hujan,15.0,1
2020,1,11,17,0.03,0.0,0.43,26.24,1.56,84.34,Bali,2020-01-11 17:00:00,Sore,1,1,Hujan,69.8,1
2020,1,12,6,0.0,0.0,0.03,24.22,1.53,93.43,Bali,2020-01-12 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,12,7,0.03,0.0,0.55,24.93,1.52,92.03,Bali,2020-01-12 07:00:00,Pagi,1,1,Hujan,54.5,1
2020,1,12,8,0.08,0.0,2.33,25.73,1.49,87.32,Bali,2020-01-12 08:00:00,Pagi,1,1,Hujan,12.9,1
2020,1,12,9,0.12,0.0,5.57,26.88,1.56,78.77,Bali,2020-01-12 09:00:00,Pagi,1,1,Hujan,5.4,0
2020,1,12,10,0.16,0.01,7.68,27.75,1.65,72.96,Bali,2020-01-12 10:00:00,Siang,1,1,Hujan,3.9,0
2020,1,12,11,0.18,0.01,9.95,28.49,1.79,69.28,Bali,2020-01-12 11:00:00,Siang,1,1,Hujan,3.0,0
2020,1,12,12,0.2,0.01,12.2,29.18,1.98,66.66,Bali,2020-01-12 12:00:00,Siang,1,1,Hujan,2.5,0
2020,1,12,13,0.19,0.01,10.62,29.48,2.19,65.83,Bali,2020-01-12 13:00:00,Siang,1,1,Hujan,2.8,0
2020,1,12,14,0.17,0.01,8.32,29.31,2.42,66.99,Bali,2020-01-12 14:00:00,Siang,1,1,Hujan,3.6,0
2020,1,12,15,0.12,0.0,5.47,28.73,2.57,70.32,Bali,2020-01-12 15:00:00,Sore,1,1,Hujan,5.5,0
2020,1,12,16,0.08,0.0,2.22,27.81,2.57,76.02,Bali,2020-01-12 16:00:00,Sore,1,1,Hujan,13.5,1
2020,1,12,17,0.03,0.0,0.47,26.81,2.39,82.53,Bali,2020-01-12 17:00:00,Sore,1,1,Hujan,63.8,1
2020,1,13,6,0.0,0.0,0.03,24.99,2.06,93.69,Bali,2020-01-13 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,13,7,0.03,0.0,0.45,25.29,2.03,92.63,Bali,2020-01-13 07:00:00,Pagi,1,1,Hujan,66.7,1
2020,1,13,8,0.06,0.0,1.85,25.7,1.96,90.64,Bali,2020-01-13 08:00:00,Pagi,1,1,Hujan,16.2,1
2020,1,13,9,0.12,0.0,5.55,26.24,2.01,85.55,Bali,2020-01-13 09:00:00,Pagi,1,1,Hujan,5.4,0
2020,1,13,10,0.16,0.01,7.88,27.0,2.1,78.64,Bali,2020-01-13 10:00:00,Siang,1,1,Hujan,3.8,0
2020,1,13,11,0.2,0.01,10.95,27.65,2.07,74.05,Bali,2020-01-13 11:00:00,Siang,1,1,Hujan,2.7,0
2020,1,13,12,0.19,0.01,11.45,28.16,2.02,70.44,Bali,2020-01-13 12:00:00,Siang,1,1,Hujan,2.6,0
2020,1,13,13,0.18,0.01,9.88,28.52,1.95,68.2,Bali,2020-01-13 13:00:00,Siang,1,1,Hujan,3.0,0
2020,1,13,14,0.15,0.01,7.32,28.74,1.94,67.0,Bali,2020-01-13 14:00:00,Siang,1,1,Hujan,4.1,0
2020,1,13,15,0.11,0.0,4.9,28.7,1.97,67.69,Bali,2020-01-13 15:00:00,Sore,1,1,Hujan,6.1,0
2020,1,13,16,0.07,0.0,2.03,28.17,2.02,70.95,Bali,2020-01-13 16:00:00,Sore,1,1,Hujan,14.8,1
2020,1,13,17,0.03,0.0,0.43,27.35,1.94,76.42,Bali,2020-01-13 17:00:00,Sore,1,1,Hujan,69.8,1
2020,1,14,6,0.01,0.0,0.03,24.23,1.57,92.97,Bali,2020-01-14 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,14,7,0.04,0.0,0.57,25.06,1.36,90.54,Bali,2020-01-14 07:00:00,Pagi,1,1,Hujan,52.6,1
2020,1,14,8,0.09,0.0,2.5,26.02,1.2,84.05,Bali,2020-01-14 08:00:00,Pagi,1,1,Hujan,12.0,1
2020,1,14,9,0.13,0.0,5.8,27.62,1.15,72.81,Bali,2020-01-14 09:00:00,Pagi,1,1,Hujan,5.2,0
2020,1,14,10,0.18,0.01,8.73,29.09,1.14,63.69,Bali,2020-01-14 10:00:00,Siang,1,1,Hujan,3.4,0
2020,1,14,11,0.2,0.01,11.1,30.23,1.12,57.58,Bali,2020-01-14 11:00:00,Siang,1,1,Hujan,2.7,0
2020,1,14,12,0.2,0.01,11.82,30.99,1.04,55.23,Bali,2020-01-14 12:00:00,Siang,1,1,Hujan,2.5,0
2020,1,14,13,0.19,0.01,10.65,31.49,1.02,53.72,Bali,2020-01-14 13:00:00,Siang,1,1,Hujan,2.8,0
2020,1,14,14,0.17,0.01,8.23,31.61,1.04,53.07,Bali,2020-01-14 14:00:00,Siang,1,1,Hujan,3.6,0
2020,1,14,15,0.13,0.0,5.47,31.19,1.04,55.04,Bali,2020-01-14 15:00:00,Sore,1,1,Hujan,5.5,0
2020,1,14,16,0.08,0.0,2.22,30.33,1.0,59.67,Bali,2020-01-14 16:00:00,Sore,1,1,Hujan,13.5,1
2020,1,14,17,0.03,0.0,0.45,29.17,1.04,65.98,Bali,2020-01-14 17:00:00,Sore,1,1,Hujan,66.7,1
2020,1,15,6,0.01,0.0,0.03,24.85,0.73,87.45,Bali,2020-01-15 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,15,7,0.04,0.0,0.57,25.62,0.45,86.1,Bali,2020-01-15 07:00:00,Pagi,1,1,Hujan,52.6,1
2020,1,15,8,0.1,0.0,2.67,27.16,0.4,76.39,Bali,2020-01-15 08:00:00,Pagi,1,1,Hujan,11.2,1
2020,1,15,9,0.15,0.0,6.05,28.78,0.48,67.76,Bali,2020-01-15 09:00:00,Pagi,1,1,Hujan,5.0,0
2020,1,15,10,0.18,0.01,9.27,30.12,0.65,61.84,Bali,2020-01-15 10:00:00,Siang,1,1,Hujan,3.2,0
2020,1,15,11,0.21,0.01,12.35,31.03,0.81,58.65,Bali,2020-01-15 11:00:00,Siang,1,1,Hujan,2.4,0
2020,1,15,12,0.22,0.01,13.27,31.48,0.92,58.03,Bali,2020-01-15 12:00:00,Siang,1,1,Hujan,2.3,0
2020,1,15,13,0.21,0.01,12.05,31.42,1.04,58.27,Bali,2020-01-15 13:00:00,Siang,1,1,Hujan,2.5,0
2020,1,15,14,0.17,0.01,8.43,31.11,1.12,59.37,Bali,2020-01-15 14:00:00,Siang,1,1,Hujan,3.6,0
2020,1,15,15,0.13,0.0,5.68,30.51,1.17,61.19,Bali,2020-01-15 15:00:00,Sore,1,1,Hujan,5.3,0
2020,1,15,16,0.08,0.0,2.3,29.65,1.17,64.4,Bali,2020-01-15 16:00:00,Sore,1,1,Hujan,13.0,1
2020,1,15,17,0.04,0.0,0.47,28.36,1.11,71.56,Bali,2020-01-15 17:00:00,Sore,1,1,Hujan,63.8,1
2020,1,16,6,0.01,0.0,0.03,24.61,1.11,93.53,Bali,2020-01-16 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,16,7,0.04,0.0,0.6,25.45,1.11,90.41,Bali,2020-01-16 07:00:00,Pagi,1,1,Hujan,50.0,1
2020,1,16,8,0.1,0.0,2.72,26.66,1.09,81.66,Bali,2020-01-16 08:00:00,Pagi,1,1,Hujan,11.0,1
2020,1,16,9,0.15,0.0,6.28,28.05,1.05,72.57,Bali,2020-01-16 09:00:00,Pagi,1,1,Hujan,4.8,0
2020,1,16,10,0.19,0.01,10.07,29.17,1.02,65.75,Bali,2020-01-16 10:00:00,Siang,1,1,Hujan,3.0,0
2020,1,16,11,0.22,0.01,13.0,30.13,1.02,60.43,Bali,2020-01-16 11:00:00,Siang,1,1,Hujan,2.3,0
2020,1,16,12,0.23,0.01,14.25,30.83,1.08,56.68,Bali,2020-01-16 12:00:00,Siang,1,1,Hujan,2.1,0
2020,1,16,13,0.22,0.01,12.7,31.18,1.11,55.23,Bali,2020-01-16 13:00:00,Siang,1,1,Hujan,2.4,0
2020,1,16,14,0.18,0.01,9.27,31.09,1.16,55.76,Bali,2020-01-16 14:00:00,Siang,1,1,Hujan,3.2,0
2020,1,16,15,0.14,0.0,6.0,30.67,1.31,56.48,Bali,2020-01-16 15:00:00,Sore,1,1,Hujan,5.0,0
2020,1,16,16,0.09,0.0,2.47,29.83,1.45,59.44,Bali,2020-01-16 16:00:00,Sore,1,1,Hujan,12.1,1
2020,1,16,17,0.04,0.0,0.5,28.5,1.45,66.88,Bali,2020-01-16 17:00:00,Sore,1,1,Hujan,60.0,1
2020,1,17,6,0.01,0.0,0.03,23.99,1.11,92.14,Bali,2020-01-17 06:00:00,Pagi,1,1,Hujan,120.0,1
2020,1,17,7,0.04,0.0,0.55,25.08,1.05,89.52,Bali,2020-01-17 07:00:00,Pagi,1,1,Hujan,54.5,1
2020,1,17,8,0.1,0.0,2.65,26.32,1.0,80.66,Bali,2020-01-17 08:00:00,Pagi,1,1,Hujan,11.3,1
2020,1,17,9,0.15,0.0,5.9,28.0,1.02,68.79,Bali,2020-01-17 09:00:00,Pagi,1,1,Hujan,5.1,0
2020,1,17,10,0.19,0.01,9.5,29.23,1.12,61.94,Bali,2020-01-17 10:00:00,Siang,1,1,Hujan,3.2,0
2020,1,17,11,0.22,0.01,12.35,30.12,1.23,58.17,Bali,2020-01-17 11:00:00,Siang,1,1,Hujan,2.4,0
2020,1,17,12,0.23,0.01,13.7,30.69,1.34,56.22,Bali,2020-01-17 12:00:00,Siang,1,1,Hujan,2.2,0
